image,grasp,side
stimuli/point_L.png,point,L
stimuli/tripod_R.png,tripod,R
stimuli/wrot_R.png,wrot,R
stimuli/wrist_ext_L.png,wrist_ext,L
stimuli/power_R.png,power,R
stimuli/pinch_L.png,pinch,L
stimuli/iflex_L.png,iflex,L
stimuli/point_R.png,point,R
stimuli/key_R.png,key,R
stimuli/wrot_L.png,wrot,L
