image,grasp,side
stimuli/rpower_L.png,rpower,L
stimuli/wrist_ext_R.png,wrist_ext,R
stimuli/wrist_ext_L.png,wrist_ext,L
stimuli/iflex_L.png,iflex,L
stimuli/power_R.png,power,R
stimuli/iflex_R.png,iflex,R
stimuli/key_L.png,key,L
stimuli/point_L.png,point,L
stimuli/key_R.png,key,R
stimuli/wrist_flex_R.png,wrist_flex,R
