image,grasp,side
stimuli/wrist_flex_R.png,wrist_flex,R
stimuli/wrist_flex_L.png,wrist_flex,L
stimuli/power_L.png,power,L
stimuli/pinch_R.png,pinch,R
stimuli/wrist_ext_L.png,wrist_ext,L
stimuli/pinch_L.png,pinch,L
stimuli/wrist_ext_R.png,wrist_ext,R
stimuli/point_R.png,point,R
stimuli/point_L.png,point,L
stimuli/power_R.png,power,R
