image,grasp,side
stimuli/iflex_R.png,iflex,R
stimuli/pinch_L.png,pinch,L
stimuli/key_R.png,key,R
stimuli/wrist_flex_R.png,wrist_flex,R
stimuli/iflex_L.png,iflex,L
stimuli/point_R.png,point,R
stimuli/key_L.png,key,L
stimuli/power_R.png,power,R
stimuli/pinch_R.png,pinch,R
stimuli/point_L.png,point,L
