image,grasp,side
stimuli/key_L.png,key,L
stimuli/power_R.png,power,R
stimuli/wrist_flex_L.png,wrist_flex,L
stimuli/wrist_flex_R.png,wrist_flex,R
stimuli/pinch_L.png,pinch,L
stimuli/rpower_L.png,rpower,L
stimuli/pinch_R.png,pinch,R
stimuli/tripod_L.png,tripod,L
stimuli/iflex_R.png,iflex,R
stimuli/power_L.png,power,L
