image,grasp,side
stimuli/power_R.png,power,R
stimuli/wrist_flex_L.png,wrist_flex,L
stimuli/wrist_flex_R.png,wrist_flex,R
stimuli/pinch_L.png,pinch,L
stimuli/pinch_R.png,pinch,R
stimuli/power_L.png,power,L
