image,grasp,side
stimuli/power_L.png,power,L
stimuli/wrist_ext_L.png,wrist_ext,L
stimuli/wrist_flex_L.png,wrist_flex,L
stimuli/point_L.png,point,L
stimuli/pinch_L.png,pinch,L
