image,grasp,side
stimuli/iflex_L.png,iflex,L
stimuli/point_L.png,point,L
stimuli/key_R.png,key,R
stimuli/iflex_R.png,iflex,R
stimuli/power_L.png,power,L
stimuli/pinch_R.png,pinch,R
stimuli/wrot_L.png,wrot,L
stimuli/wrist_flex_R.png,wrist_flex,R
stimuli/tripod_L.png,tripod,L
stimuli/wrot_R.png,wrot,R
