image,grasp,side
stimuli/power_R.png,power,R
stimuli/wrist_ext_R.png,wrist_ext,R
stimuli/wrist_flex_R.png,wrist_flex,R
stimuli/point_R.png,point,R
stimuli/pinch_R.png,pinch,R
