image,grasp,side
stimuli/pinch_L.png,pinch,L
stimuli/wrist_flex_R.png,wrist_flex,R
stimuli/point_R.png,point,R
stimuli/power_R.png,power,R
stimuli/pinch_R.png,pinch,R
stimuli/point_L.png,point,L
