image,grasp,side
stimuli/wrist_ext_R.png,wrist_ext,R
stimuli/wrist_ext_L.png,wrist_ext,L
stimuli/iflex_L.png,iflex,L
stimuli/wrot_R.png,wrot,R
stimuli/wrot_L.png,wrot,L
stimuli/tripod_R.png,tripod,R
stimuli/rpower_R.png,rpower,R
stimuli/point_L.png,point,L
stimuli/point_R.png,point,R
stimuli/key_R.png,key,R
