image,grasp,side
stimuli/power_L.png,power,L
stimuli/key_R.png,key,R
stimuli/tripod_R.png,tripod,R
stimuli/tripod_L.png,tripod,L
stimuli/power_R.png,power,R
stimuli/iflex_L.png,iflex,L
stimuli/pinch_L.png,pinch,L
stimuli/pinch_R.png,pinch,R
stimuli/wrist_ext_R.png,wrist_ext,R
stimuli/wrist_ext_L.png,wrist_ext,L
