image,grasp,side
stimuli/power_R.png,power,R
stimuli/point_L.png,point,L
stimuli/wrist_flex_R.png,wrist_flex,R
stimuli/pinch_L.png,pinch,L
stimuli/point_R.png,point,R
stimuli/rpower_L.png,rpower,L
stimuli/key_R.png,key,R
stimuli/wrist_flex_L.png,wrist_flex,L
stimuli/rpower_R.png,rpower,R
stimuli/key_L.png,key,L
